Year,Month,YearMonth,Country,GenreName,Revenue,InvoiceCount,UniqueCustomers
2019,3,2019-03,Portugal,Alternative & Punk,1.98,2,2
2019,3,2019-03,Portugal,Drama,5.97,1,1
2019,3,2019-03,Portugal,Hip Hop/Rap,0.99,1,1
2019,3,2019-03,Portugal,Metal,1.98,1,1
2019,3,2019-03,Portugal,Rock,7.920000000000001,2,2
2019,3,2019-03,Portugal,TV Shows,3.98,1,1
2019,3,2019-03,USA,Alternative & Punk,2.9699999999999998,3,3
2019,3,2019-03,USA,Blues,1.98,1,1
2019,3,2019-03,USA,Bossa Nova,0.99,1,1
2019,3,2019-03,USA,Jazz,8.91,3,3
2019,3,2019-03,USA,Latin,2.9699999999999998,3,3
2019,3,2019-03,USA,Metal,4.95,4,4
2019,3,2019-03,USA,Pop,2.9699999999999998,1,1
2019,3,2019-03,USA,R&B/Soul,11.88,3,3
2019,3,2019-03,USA,Reggae,0.99,1,1
2019,3,2019-03,USA,Rock,22.769999999999992,7,7
2019,3,2019-03,USA,World,0.99,1,1
2019,3,2019-03,United Kingdom,Alternative & Punk,2.9699999999999998,2,2
2019,3,2019-03,United Kingdom,Blues,2.9699999999999998,1,1
2019,3,2019-03,United Kingdom,Bossa Nova,0.99,1,1
2019,3,2019-03,United Kingdom,Latin,5.94,3,3
2019,3,2019-03,United Kingdom,Metal,1.98,1,1
2019,3,2019-03,United Kingdom,Rock,4.95,2,2
2019,4,2019-04,Argentina,Alternative & Punk,4.95,2,1
2019,4,2019-04,Argentina,Rock,9.9,3,2
2019,4,2019-04,Australia,Metal,3.96,1,1
2019,4,2019-04,Australia,Rock,2.9699999999999998,1,1
2019,4,2019-04,Belgium,Alternative & Punk,0.99,1,1
2019,4,2019-04,Belgium,Drama,1.99,1,1
2019,4,2019-04,Belgium,Metal,1.98,1,1
2019,4,2019-04,Belgium,Rock,4.95,1,1
2019,4,2019-04,Belgium,Sci Fi & Fantasy,1.99,1,1
2019,4,2019-04,Brazil,Alternative,0.99,1,1
2019,4,2019-04,Brazil,Alternative & Punk,10.89,5,5
2019,4,2019-04,Brazil,Blues,0.99,1,1
2019,4,2019-04,Brazil,Bossa Nova,0.99,1,1
2019,4,2019-04,Brazil,Electronica/Dance,1.98,2,1
2019,4,2019-04,Brazil,Jazz,1.98,1,1
2019,4,2019-04,Brazil,Latin,8.91,4,3
2019,4,2019-04,Brazil,Metal,2.9699999999999998,2,2
2019,4,2019-04,Brazil,Pop,10.89,5,3
2019,4,2019-04,Brazil,Rock,20.789999999999996,9,8
2019,4,2019-04,Brazil,Rock And Roll,3.96,1,1
2019,4,2019-04,Brazil,TV Shows,3.98,1,1
2019,4,2019-04,Canada,Alternative & Punk,3.96,4,3
2019,4,2019-04,Canada,Hip Hop/Rap,2.9699999999999998,1,1
2019,4,2019-04,Canada,Latin,9.9,3,3
2019,4,2019-04,Canada,Metal,4.95,2,2
2019,4,2019-04,Canada,Pop,0.99,1,1
2019,4,2019-04,Canada,R&B/Soul,0.99,1,1
2019,4,2019-04,Canada,Reggae,0.99,1,1
2019,4,2019-04,Canada,Rock,15.840000000000002,7,6
2019,4,2019-04,Canada,TV Shows,1.99,1,1
2019,4,2019-04,Czech Republic,Alternative & Punk,0.99,1,1
2019,4,2019-04,Czech Republic,Rock,1.98,1,1
2019,4,2019-04,Denmark,Metal,7.920000000000001,2,1
2019,4,2019-04,Denmark,Rock,0.99,1,1
2019,4,2019-04,Finland,Classical,0.99,1,1
2019,4,2019-04,Finland,Drama,1.99,1,1
2019,4,2019-04,Finland,Metal,0.99,1,1
2019,4,2019-04,Finland,Rock,4.95,1,1
2019,4,2019-04,France,Classical,0.99,1,1
2019,4,2019-04,France,Drama,3.98,1,1
2019,4,2019-04,France,Metal,1.98,1,1
2019,4,2019-04,France,Rock,4.95,1,1
2019,4,2019-04,France,TV Shows,1.99,1,1
2019,4,2019-04,Germany,Alternative & Punk,3.96,2,2
2019,4,2019-04,Germany,Blues,7.920000000000001,2,2
2019,4,2019-04,Germany,Electronica/Dance,1.98,1,1
2019,4,2019-04,Germany,Latin,2.9699999999999998,3,3
2019,4,2019-04,Germany,Pop,1.98,1,1
2019,4,2019-04,Germany,R&B/Soul,0.99,1,1
2019,4,2019-04,Germany,Rock,4.95,5,5
2019,4,2019-04,Germany,Sci Fi & Fantasy,3.98,1,1
2019,4,2019-04,Germany,Soundtrack,0.99,1,1
2019,4,2019-04,Germany,TV Shows,1.99,1,1
2019,4,2019-04,India,Alternative & Punk,0.99,1,1
2019,4,2019-04,India,Rock,12.870000000000001,2,2
2019,4,2019-04,India,TV Shows,1.99,1,1
2019,4,2019-04,Ireland,Alternative & Punk,1.98,1,1
2019,4,2019-04,Ireland,Rock,0.99,1,1
2019,4,2019-04,Netherlands,Metal,1.98,1,1
2019,4,2019-04,Netherlands,Rock,1.98,1,1
2019,4,2019-04,Poland,Latin,0.99,1,1
2019,4,2019-04,Poland,Pop,0.99,1,1
2019,4,2019-04,Poland,Rock,0.99,1,1
2019,4,2019-04,Portugal,Alternative & Punk,5.94,2,2
2019,4,2019-04,Portugal,Classical,0.99,1,1
2019,4,2019-04,Portugal,Drama,7.96,1,1
2019,4,2019-04,Portugal,Metal,1.98,2,1
2019,4,2019-04,Portugal,Pop,0.99,1,1
2019,4,2019-04,Portugal,Rock,9.9,3,3
2019,4,2019-04,Portugal,TV Shows,1.99,1,1
2019,4,2019-04,Sweden,Latin,0.99,1,1
2019,4,2019-04,Sweden,TV Shows,1.99,1,1
2019,4,2019-04,USA,Alternative,0.99,1,1
2019,4,2019-04,USA,Alternative & Punk,4.95,4,3
2019,4,2019-04,USA,Blues,8.91,4,3
2019,4,2019-04,USA,Classical,0.99,1,1
2019,4,2019-04,USA,Drama,1.99,1,1
2019,4,2019-04,USA,Electronica/Dance,2.9699999999999998,1,1
2019,4,2019-04,USA,Heavy Metal,0.99,1,1
2019,4,2019-04,USA,Jazz,4.95,3,3
2019,4,2019-04,USA,Latin,6.930000000000001,5,4
2019,4,2019-04,USA,Metal,10.89,6,6
2019,4,2019-04,USA,Pop,5.94,4,2
2019,4,2019-04,USA,R&B/Soul,15.840000000000002,5,3
2019,4,2019-04,USA,Rock,45.540000000000006,15,12
2019,4,2019-04,USA,TV Shows,3.98,2,2
2019,4,2019-04,USA,World,0.99,1,1
2019,4,2019-04,United Kingdom,Alternative & Punk,0.99,1,1
2019,4,2019-04,United Kingdom,Blues,6.930000000000001,3,3
2019,4,2019-04,United Kingdom,Latin,1.98,2,2
2019,4,2019-04,United Kingdom,R&B/Soul,0.99,1,1
2019,4,2019-04,United Kingdom,Rock,7.920000000000001,4,4
2019,4,2019-04,United Kingdom,TV Shows,1.99,1,1
2019,5,2019-05,Argentina,Alternative & Punk,1.98,1,1
2019,5,2019-05,Argentina,Metal,0.99,1,1
2019,5,2019-05,Argentina,Rock,1.98,1,1
2019,5,2019-05,Australia,Alternative & Punk,0.99,1,1
2019,5,2019-05,Australia,Metal,3.96,2,2
2019,5,2019-05,Australia,Rock,13.860000000000001,3,3
2019,5,2019-05,Austria,Jazz,0.99,1,1
2019,5,2019-05,Austria,Metal,0.99,1,1
2019,5,2019-05,Austria,Rock,3.96,1,1
2019,5,2019-05,Brazil,Alternative,0.99,1,1
2019,5,2019-05,Brazil,Alternative & Punk,10.89,5,4
2019,5,2019-05,Brazil,Bossa Nova,1.98,1,1
2019,5,2019-05,Brazil,Electronica/Dance,0.99,1,1
2019,5,2019-05,Brazil,Jazz,0.99,1,1
2019,5,2019-05,Brazil,Latin,5.94,4,4
2019,5,2019-05,Brazil,Metal,6.930000000000001,5,5
2019,5,2019-05,Brazil,Pop,3.96,2,2
2019,5,2019-05,Brazil,Rock,28.709999999999983,11,10
2019,5,2019-05,Brazil,Rock And Roll,1.98,1,1
2019,5,2019-05,Brazil,Sci Fi & Fantasy,1.99,1,1
2019,5,2019-05,Brazil,Soundtrack,0.99,1,1
2019,5,2019-05,Brazil,TV Shows,23.879999999999995,2,2
2019,5,2019-05,Canada,Alternative & Punk,1.98,1,1
2019,5,2019-05,Canada,Electronica/Dance,0.99,1,1
2019,5,2019-05,Canada,Hip Hop/Rap,1.98,1,1
2019,5,2019-05,Canada,Latin,26.729999999999986,9,7
2019,5,2019-05,Canada,Metal,13.860000000000001,5,4
2019,5,2019-05,Canada,Pop,1.98,1,1
2019,5,2019-05,Canada,R&B/Soul,3.96,2,1
2019,5,2019-05,Canada,Reggae,3.96,3,3
2019,5,2019-05,Canada,Rock,13.860000000000001,6,5
2019,5,2019-05,Czech Republic,Alternative & Punk,4.95,1,1
2019,5,2019-05,Czech Republic,Latin,2.9699999999999998,1,1
2019,5,2019-05,Czech Republic,Reggae,1.98,1,1
2019,5,2019-05,Czech Republic,Rock,1.98,2,2
2019,5,2019-05,Denmark,Alternative & Punk,1.98,1,1
2019,5,2019-05,Denmark,Latin,0.99,1,1
2019,5,2019-05,Denmark,Rock,3.96,1,1
2019,5,2019-05,Finland,Latin,1.98,2,1
2019,5,2019-05,Finland,Reggae,0.99,1,1
2019,5,2019-05,Finland,Rock,4.95,2,1
2019,5,2019-05,Finland,Soundtrack,0.99,1,1
2019,5,2019-05,France,Alternative & Punk,1.98,1,1
2019,5,2019-05,France,Drama,3.98,1,1
2019,5,2019-05,France,Latin,0.99,1,1
2019,5,2019-05,France,Metal,2.9699999999999998,1,1
2019,5,2019-05,France,Pop,0.99,1,1
2019,5,2019-05,France,Rock,2.9699999999999998,2,2
2019,5,2019-05,France,Sci Fi & Fantasy,1.99,1,1
2019,5,2019-05,France,TV Shows,3.98,2,2
2019,5,2019-05,Germany,Alternative,0.99,1,1
2019,5,2019-05,Germany,Alternative & Punk,5.94,4,4
2019,5,2019-05,Germany,Blues,5.94,3,2
2019,5,2019-05,Germany,Comedy,15.92,2,2
2019,5,2019-05,Germany,Easy Listening,0.99,1,1
2019,5,2019-05,Germany,Electronica/Dance,0.99,1,1
2019,5,2019-05,Germany,Jazz,1.98,2,2
2019,5,2019-05,Germany,Latin,5.94,3,3
2019,5,2019-05,Germany,Metal,4.95,3,3
2019,5,2019-05,Germany,Rock,24.74999999999999,9,8
2019,5,2019-05,Germany,Sci Fi & Fantasy,5.97,2,2
2019,5,2019-05,Germany,TV Shows,3.98,1,1
2019,5,2019-05,India,Alternative & Punk,1.98,1,1
2019,5,2019-05,India,Metal,1.98,2,2
2019,5,2019-05,India,R&B/Soul,0.99,1,1
2019,5,2019-05,India,Rock,14.850000000000001,4,3
2019,5,2019-05,Ireland,Alternative & Punk,3.96,2,1
2019,5,2019-05,Ireland,Comedy,5.97,2,1
2019,5,2019-05,Ireland,Jazz,0.99,1,1
2019,5,2019-05,Ireland,Metal,0.99,1,1
2019,5,2019-05,Ireland,Pop,3.96,2,1
2019,5,2019-05,Ireland,Rock,1.98,2,1
2019,5,2019-05,Ireland,TV Shows,7.96,3,2
2019,5,2019-05,Netherlands,Blues,0.99,1,1
2019,5,2019-05,Netherlands,Latin,2.9699999999999998,2,2
2019,5,2019-05,Netherlands,Metal,4.95,1,1
2019,5,2019-05,Netherlands,Pop,2.9699999999999998,1,1
2019,5,2019-05,Netherlands,Rock,0.99,1,1
2019,5,2019-05,Poland,Alternative & Punk,0.99,1,1
2019,5,2019-05,Poland,Jazz,2.9699999999999998,1,1
2019,5,2019-05,Poland,R&B/Soul,0.99,1,1
2019,5,2019-05,Poland,TV Shows,1.99,1,1
2019,5,2019-05,Portugal,Drama,7.96,1,1
2019,5,2019-05,Portugal,Metal,1.98,1,1
2019,5,2019-05,Portugal,Rock,3.96,1,1
2019,5,2019-05,Portugal,TV Shows,3.98,1,1
2019,5,2019-05,Spain,Alternative & Punk,1.98,1,1
2019,5,2019-05,Spain,Drama,1.99,1,1
2019,5,2019-05,Spain,Latin,6.930000000000001,2,1
2019,5,2019-05,Spain,R&B/Soul,0.99,1,1
2019,5,2019-05,Spain,Reggae,2.9699999999999998,2,1
2019,5,2019-05,Spain,Rock,2.9699999999999998,2,2
2019,5,2019-05,Sweden,Latin,3.96,1,1
2019,5,2019-05,Sweden,Metal,2.9699999999999998,1,1
2019,5,2019-05,Sweden,Pop,1.98,1,1
2019,5,2019-05,Sweden,Rock,2.9699999999999998,1,1
2019,5,2019-05,USA,Alternative & Punk,8.91,4,3
2019,5,2019-05,USA,Blues,5.94,5,5
2019,5,2019-05,USA,Bossa Nova,4.95,2,2
2019,5,2019-05,USA,Classical,1.98,2,2
2019,5,2019-05,USA,Drama,1.99,1,1
2019,5,2019-05,USA,Easy Listening,0.99,1,1
2019,5,2019-05,USA,Electronica/Dance,1.98,1,1
2019,5,2019-05,USA,Jazz,11.88,5,5
2019,5,2019-05,USA,Latin,7.920000000000001,6,6
2019,5,2019-05,USA,Metal,16.830000000000002,8,8
2019,5,2019-05,USA,Pop,3.96,3,3
2019,5,2019-05,USA,R&B/Soul,5.94,3,3
2019,5,2019-05,USA,Rock,56.43000000000003,19,17
2019,5,2019-05,USA,Rock And Roll,2.9699999999999998,1,1
2019,5,2019-05,USA,Sci Fi & Fantasy,1.99,1,1
2019,5,2019-05,USA,TV Shows,5.97,1,1
2019,5,2019-05,USA,World,2.9699999999999998,1,1
2019,5,2019-05,United Kingdom,Alternative & Punk,2.9699999999999998,2,2
2019,5,2019-05,United Kingdom,Blues,5.94,3,3
2019,5,2019-05,United Kingdom,Drama,1.99,1,1
2019,5,2019-05,United Kingdom,Latin,4.95,3,3
2019,5,2019-05,United Kingdom,Metal,3.96,1,1
2019,5,2019-05,United Kingdom,R&B/Soul,3.96,2,2
2019,5,2019-05,United Kingdom,Rock,10.89,4,4
2019,5,2019-05,United Kingdom,Sci Fi & Fantasy,1.99,1,1
2019,6,2019-06,Argentina,Alternative,0.99,1,1
2019,6,2019-06,Argentina,Alternative & Punk,0.99,1,1
2019,6,2019-06,Argentina,Easy Listening,0.99,1,1
2019,6,2019-06,Argentina,Metal,0.99,1,1
2019,6,2019-06,Argentina,Rock,2.9699999999999998,2,2
2019,6,2019-06,Australia,Classical,0.99,1,1
2019,6,2019-06,Australia,Latin,0.99,1,1
2019,6,2019-06,Australia,Metal,5.94,3,3
2019,6,2019-06,Australia,R&B/Soul,0.99,1,1
2019,6,2019-06,Australia,Rock,13.860000000000001,3,3
2019,6,2019-06,Belgium,Blues,0.99,1,1
2019,6,2019-06,Belgium,Classical,0.99,1,1
2019,6,2019-06,Belgium,Latin,1.98,2,2
2019,6,2019-06,Belgium,Metal,0.99,1,1
2019,6,2019-06,Belgium,Rock,4.95,2,2
2019,6,2019-06,Belgium,Soundtrack,0.99,1,1
2019,6,2019-06,Brazil,Alternative & Punk,1.98,2,2
2019,6,2019-06,Brazil,Blues,2.9699999999999998,2,2
2019,6,2019-06,Brazil,Bossa Nova,0.99,1,1
2019,6,2019-06,Brazil,Classical,0.99,1,1
2019,6,2019-06,Brazil,Electronica/Dance,0.99,1,1
2019,6,2019-06,Brazil,Hip Hop/Rap,0.99,1,1
2019,6,2019-06,Brazil,Jazz,2.9699999999999998,1,1
2019,6,2019-06,Brazil,Latin,8.91,5,4
2019,6,2019-06,Brazil,Metal,5.94,4,4
2019,6,2019-06,Brazil,Rock,23.75999999999999,9,8
2019,6,2019-06,Brazil,Rock And Roll,3.96,2,1
2019,6,2019-06,Brazil,TV Shows,9.95,2,1
2019,6,2019-06,Brazil,World,1.98,1,1
2019,6,2019-06,Canada,Alternative & Punk,5.94,3,3
2019,6,2019-06,Canada,Hip Hop/Rap,5.94,2,1
2019,6,2019-06,Canada,Jazz,0.99,1,1
2019,6,2019-06,Canada,Latin,5.94,3,2
2019,6,2019-06,Canada,Metal,5.94,2,2
2019,6,2019-06,Canada,Pop,1.98,1,1
2019,6,2019-06,Canada,Rock,11.88,5,5
2019,6,2019-06,Canada,Soundtrack,0.99,1,1
2019,6,2019-06,Chile,Alternative,0.99,1,1
2019,6,2019-06,Chile,Alternative & Punk,4.95,2,1
2019,6,2019-06,Chile,Jazz,0.99,1,1
2019,6,2019-06,Chile,Latin,1.98,2,1
2019,6,2019-06,Chile,Rock,3.96,2,1
2019,6,2019-06,Czech Republic,Alternative & Punk,9.9,2,1
2019,6,2019-06,Czech Republic,Electronica/Dance,0.99,1,1
2019,6,2019-06,Czech Republic,Latin,14.850000000000001,4,2
2019,6,2019-06,Czech Republic,R&B/Soul,2.9699999999999998,3,2
2019,6,2019-06,Czech Republic,Rock,6.930000000000001,3,2
2019,6,2019-06,Denmark,Metal,0.99,1,1
2019,6,2019-06,Denmark,Rock,1.98,1,1
2019,6,2019-06,France,Alternative & Punk,10.89,5,4
2019,6,2019-06,France,Blues,0.99,1,1
2019,6,2019-06,France,Drama,3.98,2,2
2019,6,2019-06,France,Electronica/Dance,0.99,1,1
2019,6,2019-06,France,Jazz,0.99,1,1
2019,6,2019-06,France,Latin,7.920000000000001,3,3
2019,6,2019-06,France,Metal,4.95,3,3
2019,6,2019-06,France,Pop,3.96,3,2
2019,6,2019-06,France,Rock,3.96,1,1
2019,6,2019-06,France,TV Shows,13.93,1,1
2019,6,2019-06,France,World,1.98,1,1
2019,6,2019-06,Germany,Alternative,0.99,1,1
2019,6,2019-06,Germany,Alternative & Punk,3.96,4,4
2019,6,2019-06,Germany,Blues,5.94,2,1
2019,6,2019-06,Germany,Drama,1.99,1,1
2019,6,2019-06,Germany,Electronica/Dance,1.98,1,1
2019,6,2019-06,Germany,Jazz,1.98,2,1
2019,6,2019-06,Germany,Latin,4.95,3,3
2019,6,2019-06,Germany,Metal,4.95,2,2
2019,6,2019-06,Germany,Pop,3.96,2,2
2019,6,2019-06,Germany,Rock,8.91,5,5
2019,6,2019-06,Germany,Sci Fi & Fantasy,5.97,1,1
2019,6,2019-06,Germany,Soundtrack,2.9699999999999998,1,1
2019,6,2019-06,Germany,TV Shows,7.96,1,1
2019,6,2019-06,Hungary,Alternative,0.99,1,1
2019,6,2019-06,Hungary,Metal,0.99,1,1
2019,6,2019-06,Hungary,Rock,8.91,2,1
2019,6,2019-06,Hungary,TV Shows,1.99,1,1
2019,6,2019-06,India,Alternative & Punk,4.95,2,2
2019,6,2019-06,India,Latin,0.99,1,1
2019,6,2019-06,India,R&B/Soul,0.99,1,1
2019,6,2019-06,India,Rock,13.860000000000001,3,3
2019,6,2019-06,Ireland,Alternative & Punk,2.9699999999999998,1,1
2019,6,2019-06,Ireland,Comedy,3.98,1,1
2019,6,2019-06,Ireland,Pop,0.99,1,1
2019,6,2019-06,Ireland,Rock,1.98,2,2
2019,6,2019-06,Ireland,TV Shows,3.98,1,1
2019,6,2019-06,Italy,Blues,0.99,1,1
2019,6,2019-06,Italy,Electronica/Dance,2.9699999999999998,1,1
2019,6,2019-06,Italy,Hip Hop/Rap,0.99,1,1
2019,6,2019-06,Italy,Reggae,0.99,1,1
2019,6,2019-06,Italy,Rock,4.95,2,2
2019,6,2019-06,Netherlands,Blues,0.99,1,1
2019,6,2019-06,Netherlands,Jazz,0.99,1,1
2019,6,2019-06,Netherlands,Latin,4.95,1,1
2019,6,2019-06,Netherlands,Pop,4.95,1,1
2019,6,2019-06,Netherlands,Rock,2.9699999999999998,1,1
2019,6,2019-06,Poland,Jazz,0.99,1,1
2019,6,2019-06,Poland,Latin,0.99,1,1
2019,6,2019-06,Poland,R&B/Soul,3.96,1,1
2019,6,2019-06,Portugal,Alternative & Punk,1.98,1,1
2019,6,2019-06,Portugal,Blues,1.98,1,1
2019,6,2019-06,Portugal,Classical,0.99,1,1
2019,6,2019-06,Portugal,Drama,9.95,2,2
2019,6,2019-06,Portugal,Jazz,1.98,1,1
2019,6,2019-06,Portugal,Latin,0.99,1,1
2019,6,2019-06,Portugal,Metal,0.99,1,1
2019,6,2019-06,Portugal,Reggae,1.98,1,1
2019,6,2019-06,Portugal,Rock,7.920000000000001,3,3
2019,6,2019-06,Portugal,TV Shows,5.97,1,1
2019,6,2019-06,Spain,Latin,0.99,1,1
2019,6,2019-06,Spain,Reggae,2.9699999999999998,1,1
2019,6,2019-06,Sweden,Alternative & Punk,0.99,1,1
2019,6,2019-06,Sweden,Latin,0.99,1,1
2019,6,2019-06,Sweden,Metal,0.99,1,1
2019,6,2019-06,Sweden,Rock,2.9699999999999998,1,1
2019,6,2019-06,USA,Alternative,0.99,1,1
2019,6,2019-06,USA,Alternative & Punk,2.9699999999999998,3,3
2019,6,2019-06,USA,Blues,4.95,3,2
2019,6,2019-06,USA,Bossa Nova,0.99,1,1
2019,6,2019-06,USA,Drama,1.99,1,1
2019,6,2019-06,USA,Electronica/Dance,0.99,1,1
2019,6,2019-06,USA,Jazz,9.9,4,2
2019,6,2019-06,USA,Latin,8.91,5,5
2019,6,2019-06,USA,Metal,5.94,4,3
2019,6,2019-06,USA,Pop,2.9699999999999998,2,2
2019,6,2019-06,USA,Reggae,0.99,1,1
2019,6,2019-06,USA,Rock,29.69999999999998,12,10
2019,6,2019-06,USA,Rock And Roll,2.9699999999999998,1,1
